"tub","pos","trt","climate","soil","sterile","tea","genotype"
136,6,20,"sw","peat",1,"it","It15"
136,7,20,"sw","peat",1,"it","Sw47"
136,8,20,"sw","peat",1,"it","It24"
166,1,20,"sw","peat",1,"it","It15"
166,2,20,"sw","peat",1,"it","It41"
166,3,20,"sw","peat",1,"it","Sw43"
166,4,20,"sw","peat",1,"it","It32"
166,5,20,"sw","peat",1,"it","Sw47"
166,6,20,"sw","peat",1,"it","Sw11"
166,7,20,"sw","peat",1,"it","It24"
166,8,20,"sw","peat",1,"it","Sw7"
113,1,20,"sw","peat",1,"it","Sw43"
113,2,20,"sw","peat",1,"it","Sw47"
113,3,20,"sw","peat",1,"it","It24"
113,4,20,"sw","peat",1,"it","Sw11"
113,5,20,"sw","peat",1,"it","It15"
113,6,20,"sw","peat",1,"it","It41"
113,7,20,"sw","peat",1,"it","It32"
113,8,20,"sw","peat",1,"it","Sw7"
105,1,20,"sw","peat",1,"it","It32"
105,2,20,"sw","peat",1,"it","Sw11"
105,3,20,"sw","peat",1,"it","It41"
105,4,20,"sw","peat",1,"it","Sw43"
105,5,20,"sw","peat",1,"it","Sw7"
105,6,20,"sw","peat",1,"it","Sw47"
105,7,20,"sw","peat",1,"it","It15"
105,8,20,"sw","peat",1,"it","It24"
141,1,20,"sw","peat",1,"it","It41"
141,2,20,"sw","peat",1,"it","It32"
141,3,20,"sw","peat",1,"it","Sw47"
141,4,20,"sw","peat",1,"it","Sw43"
141,5,20,"sw","peat",1,"it","It15"
141,6,20,"sw","peat",1,"it","It24"
141,7,20,"sw","peat",1,"it","Sw11"
141,8,20,"sw","peat",1,"it","Sw7"
92,1,21,"sw","peat",1,"sw","It41"
92,2,21,"sw","peat",1,"sw","Sw47"
92,3,21,"sw","peat",1,"sw","It24"
92,4,21,"sw","peat",1,"sw","Sw11"
92,5,21,"sw","peat",1,"sw","It32"
92,6,21,"sw","peat",1,"sw","Sw43"
92,7,21,"sw","peat",1,"sw","Sw7"
92,8,21,"sw","peat",1,"sw","It15"
131,1,21,"sw","peat",1,"sw","Sw7"
131,2,21,"sw","peat",1,"sw","It41"
131,3,21,"sw","peat",1,"sw","It15"
131,4,21,"sw","peat",1,"sw","Sw11"
131,5,21,"sw","peat",1,"sw","Sw47"
131,6,21,"sw","peat",1,"sw","It24"
131,7,21,"sw","peat",1,"sw","Sw43"
131,8,21,"sw","peat",1,"sw","It32"
138,1,21,"sw","peat",1,"sw","It32"
138,2,21,"sw","peat",1,"sw","Sw7"
138,3,21,"sw","peat",1,"sw","Sw47"
138,4,21,"sw","peat",1,"sw","It41"
138,5,21,"sw","peat",1,"sw","It15"
138,6,21,"sw","peat",1,"sw","It24"
138,7,21,"sw","peat",1,"sw","Sw43"
138,8,21,"sw","peat",1,"sw","Sw11"
128,1,21,"sw","peat",1,"sw","It32"
128,2,21,"sw","peat",1,"sw","It41"
128,3,21,"sw","peat",1,"sw","It24"
128,4,21,"sw","peat",1,"sw","Sw43"
128,5,21,"sw","peat",1,"sw","Sw47"
128,6,21,"sw","peat",1,"sw","It15"
128,7,21,"sw","peat",1,"sw","Sw11"
128,8,21,"sw","peat",1,"sw","Sw7"
137,1,21,"sw","peat",1,"sw","Sw11"
137,2,21,"sw","peat",1,"sw","Sw47"
137,3,21,"sw","peat",1,"sw","It24"
137,4,21,"sw","peat",1,"sw","Sw7"
137,5,21,"sw","peat",1,"sw","It15"
137,6,21,"sw","peat",1,"sw","It32"
137,7,21,"sw","peat",1,"sw","Sw43"
137,8,21,"sw","peat",1,"sw","It41"
153,1,21,"sw","peat",1,"sw","It32"
153,2,21,"sw","peat",1,"sw","It15"
153,3,21,"sw","peat",1,"sw","Sw43"
153,4,21,"sw","peat",1,"sw","Sw11"
153,5,21,"sw","peat",1,"sw","Sw47"
153,6,21,"sw","peat",1,"sw","Sw7"
153,7,21,"sw","peat",1,"sw","It41"
153,8,21,"sw","peat",1,"sw","It24"
146,1,21,"sw","peat",1,"sw","It32"
146,2,21,"sw","peat",1,"sw","It41"
146,3,21,"sw","peat",1,"sw","Sw11"
146,4,21,"sw","peat",1,"sw","Sw7"
146,5,21,"sw","peat",1,"sw","It24"
146,6,21,"sw","peat",1,"sw","Sw47"
146,7,21,"sw","peat",1,"sw","It15"
146,8,21,"sw","peat",1,"sw","Sw43"
142,1,21,"sw","peat",1,"sw","It15"
142,2,21,"sw","peat",1,"sw","It32"
142,3,21,"sw","peat",1,"sw","It24"
142,4,21,"sw","peat",1,"sw","Sw47"
142,5,21,"sw","peat",1,"sw","It41"
142,6,21,"sw","peat",1,"sw","Sw7"
142,7,21,"sw","peat",1,"sw","Sw11"
142,8,21,"sw","peat",1,"sw","Sw43"
150,1,22,"sw","peat",1,"none","Sw43"
150,2,22,"sw","peat",1,"none","It15"
150,3,22,"sw","peat",1,"none","It41"
150,4,22,"sw","peat",1,"none","It32"
150,5,22,"sw","peat",1,"none","It24"
150,6,22,"sw","peat",1,"none","Sw11"
150,7,22,"sw","peat",1,"none","Sw7"
150,8,22,"sw","peat",1,"none","Sw47"
110,1,22,"sw","peat",1,"none","Sw7"
110,2,22,"sw","peat",1,"none","Sw11"
110,3,22,"sw","peat",1,"none","It41"
110,4,22,"sw","peat",1,"none","It15"
110,5,22,"sw","peat",1,"none","It24"
110,6,22,"sw","peat",1,"none","It32"
110,7,22,"sw","peat",1,"none","Sw47"
110,8,22,"sw","peat",1,"none","Sw43"
178,1,22,"sw","peat",1,"none","Sw47"
178,2,22,"sw","peat",1,"none","It41"
178,3,22,"sw","peat",1,"none","It32"
178,4,22,"sw","peat",1,"none","Sw43"
178,5,22,"sw","peat",1,"none","Sw11"
178,6,22,"sw","peat",1,"none","It24"
178,7,22,"sw","peat",1,"none","It15"
178,8,22,"sw","peat",1,"none","Sw7"
139,1,22,"sw","peat",1,"none","It41"
139,2,22,"sw","peat",1,"none","Sw47"
139,3,22,"sw","peat",1,"none","It32"
139,4,22,"sw","peat",1,"none","Sw43"
139,5,22,"sw","peat",1,"none","It15"
139,6,22,"sw","peat",1,"none","Sw7"
139,7,22,"sw","peat",1,"none","It24"
139,8,22,"sw","peat",1,"none","Sw11"
106,1,22,"sw","peat",1,"none","It41"
106,2,22,"sw","peat",1,"none","Sw11"
106,3,22,"sw","peat",1,"none","It32"
106,4,22,"sw","peat",1,"none","It15"
106,5,22,"sw","peat",1,"none","It24"
106,6,22,"sw","peat",1,"none","Sw47"
106,7,22,"sw","peat",1,"none","Sw7"
106,8,22,"sw","peat",1,"none","Sw43"
121,1,22,"sw","peat",1,"none","Sw47"
121,2,22,"sw","peat",1,"none","It32"
121,3,22,"sw","peat",1,"none","It41"
121,4,22,"sw","peat",1,"none","Sw43"
121,5,22,"sw","peat",1,"none","It15"
121,6,22,"sw","peat",1,"none","Sw11"
121,7,22,"sw","peat",1,"none","It24"
121,8,22,"sw","peat",1,"none","Sw7"
175,1,22,"sw","peat",1,"none","It24"
175,2,22,"sw","peat",1,"none","Sw7"
175,3,22,"sw","peat",1,"none","Sw11"
175,4,22,"sw","peat",1,"none","Sw43"
175,5,22,"sw","peat",1,"none","It15"
175,6,22,"sw","peat",1,"none","It41"
175,7,22,"sw","peat",1,"none","Sw47"
175,8,22,"sw","peat",1,"none","It32"
114,1,22,"sw","peat",1,"none","It32"
114,2,22,"sw","peat",1,"none","Sw7"
114,3,22,"sw","peat",1,"none","Sw43"
114,4,22,"sw","peat",1,"none","Sw11"
114,5,22,"sw","peat",1,"none","It15"
114,6,22,"sw","peat",1,"none","Sw47"
114,7,22,"sw","peat",1,"none","It41"
114,8,22,"sw","peat",1,"none","It24"
