SampleID	Chamber	Soil	Wash	Genotype	Parentalline	Planted	Treatment	Fraction	Incubationtime	Replicate	Library	Microbe	Condition	Condition_microbe	Microbe_planted	Changed_chamber	Changed_soil	Changed_both	Changed_genotype
S.54.R	Italian	Swedish	Swedish	Swedish	Sw43	Planted	Third	Root	6months	3	8	Swedish	Repopulated_changed_climate	Repopulated_changed_climate_Swedish	Swedish_Swedish	no	no	no	no
S.62.R	Italian	Italian	Swedish	Swedish	Sw43	Planted	Fourth	Root	6months	3	6	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Swedish	yes	yes	yes	no
S.62.S	Italian	Italian	Swedish	Swedish	Sw43	Planted	Fourth	Soil	6months	3	6	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Swedish	yes	yes	yes	no
S.63.R	Italian	Swedish	None	Swedish	Sw7	Planted	First	Root	6months	3	5	Swedish	Changed_climate	Changed_climate_Swedish	Swedish_Swedish	yes	no	no	no
S.63.S	Italian	Swedish	None	Swedish	Sw7	Planted	First	Soil	6months	3	5	Swedish	Changed_climate	Changed_climate_Swedish	Swedish_Swedish	yes	no	no	no
S.70.R	Italian	Italian	None	Swedish	Sw47	Planted	First	Root	6months	2	5	Italian	Control	Control_Italian	Italian_Swedish	no	no	no	no
S.70.S	Italian	Italian	None	Swedish	Sw47	Planted	First	Soil	6months	2	5	Italian	Control	Control_Italian	Italian_Swedish	no	no	no	no
S.75.R	Italian	Italian	Swedish	Swedish	Sw47	Planted	Fourth	Root	6months	4	6	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Swedish	yes	yes	yes	no
S.75.S	Italian	Italian	Swedish	Swedish	Sw47	Planted	Fourth	Soil	6months	4	6	Swedish	Changed_soil_climate	Changed_soil_climate_Swedish	Swedish_Swedish	yes	yes	yes	no
S.77.R	Italian	Swedish	Italian	Swedish	Sw43	Planted	Fourth	Root	6months	4	6	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
S.77.S	Italian	Swedish	Italian	Swedish	Sw43	Planted	Fourth	Soil	6months	4	6	Italian	Changed_soil	Changed_soil_Italian	Italian_Swedish	no	yes	no	yes
S.78.R	Italian	Swedish	None	Swedish	Sw47	Planted	First	Root	6months	4	5	Swedish	Changed_climate	Changed_climate_Swedish	Swedish_Swedish	yes	no	no	no
S.78.S	Italian	Swedish	None	Swedish	Sw47	Planted	First	Soil	6months	4	5	Swedish	Changed_climate	Changed_climate_Swedish	Swedish_Swedish	yes	no	no	no
S.86.R	Italian	Italian	None	Swedish	Sw7	Planted	First	Root	6months	3	5	Italian	Control	Control_Italian	Italian_Swedish	no	no	no	no
S.86.S	Italian	Italian	None	Swedish	Sw7	Planted	First	Soil	6months	3	5	Italian	Control	Control_Italian	Italian_Swedish	no	no	no	no
S.91.R	Swedish	Italian	Swedish	Swedish	Sw11	Planted	Fourth	Root	8months	1	8	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
S.91.S	Swedish	Italian	Swedish	Swedish	Sw11	Planted	Fourth	Soil	8months	1	7	Swedish	Changed_soil	Changed_soil_Swedish	Swedish_Swedish	no	yes	no	no
S.94.R	Swedish	Italian	None	Swedish	Sw11	Planted	First	Root	8months	1	6	Italian	Changed_climate	Changed_climate_Italian	Italian_Swedish	yes	no	no	no
S.94.S	Swedish	Italian	None	Swedish	Sw11	Planted	First	Soil	8months	1	6	Italian	Changed_climate	Changed_climate_Italian	Italian_Swedish	yes	no	no	no
S.95.S	Swedish	Swedish	Italian	Swedish	Deadplant	Planted	Fourth	Soil	8months	1	7	Italian	Changed_soil_climate	Changed_soil_climate_Italian	Italian_Swedish	yes	yes	yes	yes
S.99.S	Swedish	Swedish	None	Swedish	Deadplant	Planted	First	Soil	8months	1	7	Swedish	Control	Control_Swedish	Swedish_Swedish	no	no	no	no
Soil.Wash.Ita.3	None	None	Italian	None	None	None	None	Wash	0weeks	1	1	Italian	Soil_wash	Soil_wash_Italian	Italian_None	no	no	no	yes
Soil.Wash.Ita.4	None	None	Italian	None	None	None	None	Wash	0weeks	3	1	Italian	Soil_wash	Soil_wash_Italian	Italian_None	no	no	no	yes
Soil.Wash.Ita.5	None	None	Italian	None	None	None	None	Wash	0weeks	2	1	Italian	Soil_wash	Soil_wash_Italian	Italian_None	no	no	no	yes
Soil.Wash.Swe4.3	None	None	Swedish	None	None	None	None	Wash	0weeks	2	1	Swedish	Soil_wash	Soil_wash_Swedish	Swedish_None	no	no	no	yes
Soil.Wash.Swe4.4	None	None	Swedish	None	None	None	None	Wash	0weeks	1	1	Swedish	Soil_wash	Soil_wash_Swedish	Swedish_None	no	no	no	yes
Soil.Wash.Swe4.5	None	None	Swedish	None	None	None	None	Wash	0weeks	3	1	Swedish	Soil_wash	Soil_wash_Swedish	Swedish_None	no	no	no	yes
Swe4.Treat.1	None	Swedish	None	None	None	None	First	Soil	0weeks	1	1	Swedish	Test	Test_Swedish	Swedish_None	no	no	no	no
Swe4.Treat.3	None	Swedish	Swedish	None	None	None	Third	Soil	0weeks	1	1	Swedish	Test_repopulated	Test_repopulated_Swedish	Swedish_None	no	no	no	yes
Swe4.Treat.4	None	Swedish	Italian	None	None	None	Fourth	Soil	0weeks	1	1	Italian	Test_changed_soil	Test_changed_soil_Italian	Italian_None	no	no	no	yes
